869 9
0 0 8
1 0 8
4 0 8
9 0 8
16 0 8
18 0 8
20 0 8
21 0 8
26 0 8
28 0 8
33 0 8
35 0 8
40 0 8
41 0 8
50 0 8
54 0 8
58 0 8
60 0 8
61 0 8
64 0 8
65 0 8
68 0 8
69 0 8
73 0 8
75 0 8
81 0 8
84 0 8
88 0 8
89 0 8
99 0 8
103 0 8
118 0 8
126 0 8
130 0 8
133 0 8
138 0 8
140 0 8
141 0 8
144 0 8
146 0 8
148 0 8
149 0 8
154 0 8
156 0 8
161 0 8
163 0 8
168 0 8
169 0 8
171 0 8
180 0 8
186 0 8
193 0 8
195 0 8
200 0 8
201 0 8
211 0 8
216 0 8
231 0 8
256 0 9
258 0 9
260 0 9
261 0 9
266 0 9
268 0 9
274 0 9
278 0 9
282 0 9
284 0 9
285 0 9
288 0 9
289 0 9
292 0 9
293 0 9
296 0 9
297 0 9
299 0 9
310 0 9
318 0 9
320 0 9
322 0 9
324 0 9
325 0 9
330 0 9
332 0 9
333 0 9
336 0 9
338 0 9
340 0 9
341 0 9
346 0 9
348 0 9
353 0 9
355 0 9
360 0 9
361 0 9
363 0 9
382 0 9
386 0 9
390 0 9
394 0 9
396 0 9
397 0 9
402 0 9
406 0 9
410 0 9
412 0 9
413 0 9
416 0 9
417 0 9
420 0 9
421 0 9
424 0 9
425 0 9
427 0 9
434 0 9
438 0 9
442 0 9
444 0 9
445 0 9
448 0 9
449 0 9
452 0 9
453 0 9
456 0 9
457 0 9
459 0 9
465 0 9
468 0 9
472 0 9
473 0 9
475 0 9
483 0 9
487 0 9
513 0 9
515 0 9
520 0 9
521 0 9
528 0 9
529 0 9
532 0 9
533 0 9
536 0 9
537 0 9
539 0 9
547 0 9
551 0 9
560 0 9
562 0 9
564 0 9
565 0 9
570 0 9
572 0 9
573 0 9
577 0 9
579 0 9
584 0 9
585 0 9
587 0 9
593 0 9
595 0 9
600 0 9
601 0 9
615 0 9
626 0 9
630 0 9
634 0 9
636 0 9
637 0 9
640 0 9
641 0 9
644 0 9
645 0 9
649 0 9
651 0 9
656 0 9
657 0 9
660 0 9
661 0 9
664 0 9
665 0 9
667 0 9
675 0 9
679 0 9
689 0 9
692 0 9
696 0 9
697 0 9
707 0 9
711 0 9
723 0 9
727 0 9
770 0 10
774 0 10
778 0 10
780 0 10
781 0 10
790 0 10
798 0 10
800 0 10
802 0 10
804 0 10
805 0 10
810 0 10
812 0 10
813 0 10
830 0 10
834 0 10
838 0 10
842 0 10
844 0 10
845 0 10
850 0 10
854 0 10
858 0 10
860 0 10
861 0 10
864 0 10
865 0 10
