38310 15
0 0 12
1 0 12
4 0 12
9 0 12
20 0 12
41 0 12
64 0 12
66 0 12
68 0 12
69 0 12
74 0 12
76 0 12
84 0 12
85 0 12
89 0 12
106 0 12
108 0 12
116 0 12
129 0 12
131 0 12
136 0 12
137 0 12
145 0 12
147 0 12
164 0 12
168 0 12
169 0 12
194 0 12
198 0 12
202 0 12
204 0 12
205 0 12
214 0 12
218 0 12
220 0 12
234 0 12
236 0 12
237 0 12
244 0 12
245 0 12
249 0 12
256 0 12
257 0 12
260 0 12
261 0 12
265 0 12
267 0 12
276 0 12
277 0 12
280 0 12
281 0 12
297 0 12
299 0 12
305 0 12
307 0 12
321 0 12
324 0 12
328 0 12
329 0 12
338 0 12
340 0 12
356 0 12
357 0 12
360 0 12
361 0 12
387 0 12
391 0 3
400 0 4
401 0 12
403 0 12
417 0 12
419 0 12
423 0 12
454 0 9
462 9 3
470 0 9
474 0 9
476 0 9
477 8 4
502 0 9
506 0 9
508 0 9
514 0 12
517 0 12
522 0 12
524 0 12
525 0 12
533 0 12
537 0 12
539 0 12
554 0 12
556 0 12
557 0 12
564 0 12
565 0 12
568 0 12
569 0 12
576 0 12
578 0 12
580 0 12
581 0 12
586 0 12
588 0 12
596 0 12
597 0 12
600 0 12
601 0 12
618 0 12
620 0 12
626 0 12
628 0 12
641 0 12
643 0 12
648 0 12
649 0 12
651 0 12
657 0 12
659 0 12
663 0 12
676 0 12
680 0 12
681 0 12
683 0 12
688 0 12
689 0 12
691 0 12
708 0 12
714 0 12
722 0 12
724 0 12
725 0 12
742 0 12
746 0 12
748 0 12
769 0 12
771 0 12
776 0 12
777 0 12
785 0 12
787 0 12
804 0 12
805 0 12
808 0 12
809 0 12
835 0 12
840 0 12
848 0 4
849 0 12
851 0 12
866 0 12
868 0 12
872 0 12
903 9 9
911 -9 -1
928 -8 -1
929 7 9
931 7 9
935 7 9
974 -9 -1
1014 -7 -1
1018 -7 -1
1020 -7 -1
1030 0 10
1037 0 10
1046 0 10
1050 0 10
1052 0 10
1053 7 4
1069 0 10
1077 0 10
1081 0 10
1083 0 10
1090 0 12
1094 0 12
1098 0 12
1100 0 12
1101 0 12
1110 0 12
1114 0 12
1116 0 12
1130 0 12
1132 0 12
1133 0 12
1140 0 12
1141 0 12
1144 0 12
1145 0 12
1157 0 12
1163 0 12
1173 0 12
1176 0 12
1177 0 12
1179 0 12
1195 0 12
1201 0 12
1203 0 12
1207 0 12
1218 0 12
1222 0 12
1226 0 12
1228 0 12
1229 0 12
1238 0 12
1242 0 12
1244 0 12
1258 0 12
1260 0 12
1261 0 12
1266 0 12
1268 0 12
1269 0 12
1273 0 12
1280 0 12
1281 0 12
1284 0 12
1285 0 12
1289 0 12
1291 0 12
1300 0 12
1301 0 12
1304 0 12
1305 0 12
1321 0 12
1323 0 12
1329 0 12
1331 0 12
1345 0 12
1348 0 12
1352 0 12
1353 0 12
1355 0 12
1362 0 12
1364 0 12
1368 0 12
1380 0 12
1381 0 12
1384 0 12
1385 0 12
1387 0 12
1392 0 12
1393 0 12
1395 0 12
1411 0 12
1415 0 3
1424 0 4
1425 0 12
1427 0 12
1431 0 12
1441 0 12
1443 0 12
1447 0 12
1482 0 12
1494 0 12
1510 0 12
1514 0 12
1516 0 12
1517 0 12
1540 0 12
1545 0 12
1554 0 12
1556 0 12
1557 0 12
1573 0 12
1577 0 12
1579 0 12
1601 0 12
1604 0 12
1608 0 12
1609 0 12
1618 0 12
1620 0 12
1636 0 12
1637 0 12
1640 0 12
1641 0 12
1667 0 12
1671 0 3
1680 0 4
1681 0 12
1683 0 12
1697 0 12
1699 0 12
1703 0 12
1736 0 12
1746 0 12
1762 0 12
1764 0 12
1765 0 12
1768 0 12
1795 0 12
1799 0 3
1808 0 4
1809 0 12
1811 0 12
1825 0 12
1827 0 12
1831 0 12
1863 8 10
1872 7 10
1888 -7 -1
1889 6 10
1891 6 10
1895 6 10
2062 -8 -1
2077 -7 -1
2102 -6 -1
2106 -6 -1
2108 -6 -1
2118 0 12
2126 7 3
2134 0 12
2138 0 12
2140 0 12
2141 6 4
2166 0 12
2170 0 12
2172 0 12
2189 0 12
2203 0 12
2221 0 12
2229 0 12
2232 0 12
2233 0 12
2235 0 12
2246 0 12
2254 7 3
2262 0 12
2266 0 12
2268 0 12
2269 6 4
